LOC.,TAG,OPERATOR COMPLAIN,PROBLEM,ACTION TAKEN,DATE
,51-MOV-261,,Comm. Fail,for mov- 261 check found no power check at local panel found 2 circuit breakers in off position.,15/09/2015
,51-MOV-233,,Comm. Fail,For mov-233 check found h74 alarm replace main PCB by another new one and reconfiure it and replace's it's battery by another.,15/09/2015
,12-PT-067,,Wrong reading,"Clean condensate from impulse tube, Zero/span check then check reading found ok.",16/09/2015
,12FT-032,,Check,"Refill impulse tubes with glycrine, Zero check found ok and check reading found ok.",16/09/2015
,16-FT-009,,Wrong reading,"Clean condensate from impulse tubes, Zero/span check then check reading found ok.",16/09/2015
,12-FT-022,,Wrong reading,"Flushig, Span calibration were carred out.",16/09/2015
,16-PT-004,,Check,Check found ok.,16/09/2015
A2A,03-UV-010,,Check stroke,Adjust proximity for open position cause the maximum open is about 85%.,16/09/2015
,04-PV-030,,Check stroke,Check valve action found ok and maximum open is about 85%.,16/09/2015
,04-LSHH-013,,Alarm,"Clear stem stuck, Function check found ok. Note : Tha switch now is healthy.",16/09/2015
,14-PT-040,,Calibration,"Clear condensate from impulse tubes, Full calibration was done. Note : The reading before is (0 Bar) and the reading after is ( 0.2 Bar). ",16/09/2015
,14-FT-036,,Calibration,"Check found the electronic module and power cable were defeted, Replace them by an old ones then function check found ok.",16/09/2015
,16-XV-003,,Check,Adjust feedback open/close switches then full check found ok.,16/09/2015
,16-LT-002,,Check,"Drain chamber and clean float, Zero check found ok.",16/09/2015
A2A,02-LSLL-051,,Install,Install then function checkfound ok.,16/09/2015
,05-ME-03B/017A/E,,Alarm,Adjust setpoint of vibration switches then check alarms found cleared.,16/09/2015
A2A,03-BSL-01F,,Check FB signal,"Check found defective ionization card, Waiting spare.",16/09/2015
,07-LSL-809,,Check,"Function check found ok, Note : Normal = 16.9 mA     Alarm = 8.9 mA",16/09/2015
,04-LSL-810,,Check,"Check found loosen wire from the electronic card, Weld it then function check found ok.",16/09/2015
,05-FT-006,,Check,"Zero/span check found ok, Install cable gland and shroud and an old display.",16/09/2015
,05-FT-014,,Check,"Check found defected cell and unstable electronic module.
 Install an old cell and electronic module then complete calibration was done.
 Install new cable gland & shroud.
Note: ""14-PDT-281"" on 14-T-01 was installed.",16/09/2015
,06-FV-003,,Passing,Increase stem length then check passing found no passing and check stroke found ok.,16/09/2015
,04-FT-010,,I/O Bad,"check zero ,span and mA found no problem but there is no signal in DCS, transferee problem to system eng.",16/09/2015
,04-FT-501,,I/O Bad,check found disconnected wire (+) and it's terminal block defective and Tx need maintenance to be continue tomorrow with system eng.,16/09/2015
,04-FT-502,,I/O Bad,"check found afloat stuck but no signal in DCS, check found ok.
Transfere job to system eng. And upstream flange disconnected waiting gasket 1/2"" 150 .",16/09/2015
,04-TE-510,,Install,"the thermo wheel of (04-TE-510) was broken , inform EPROM eng.
Note: the broken TW at EMC office.",16/09/2015
,04-TE-511,,Install,"install the flowing and check reading found ok:
04-TE-511",16/09/2015
,04-TE-512,,Install,"install the flowing and check reading found ok:
04-TE-512",16/09/2015
,04-TE-513,,Install,"install the flowing and check reading found ok:
04-TE-513",16/09/2015
,04-LIT-502,,Install detectors,"we couldn't install the detector as the man way beside them is still open and no cable tarys were installed.
Note: the sample screw in EMC office.",16/09/2015
,04-E-057,,Install terminal strip,we couldn't install the new terminal strip as the electric heater line is shifted from its place and we couldn't access to its J.B.,16/09/2015
,13-XV-002,,Not response,adjust O/P of the air regulator then function check found ok.,16/09/2015
,13-PT-008,,Wrong reading,Zero/span calibration were done then check reading found ok.,16/09/2015
,05-PSV-019,,Install tubes,insatll the pilot connection tube as operation request.,16/09/2015
,51-FT-005,,Defective cell,"Check found defective cell, Waitin spare. Note : Tx now isolated from manifold and tap points.",16/09/2015
,12-LT-036,,Check,"Check found the wet leg is empty, waiting raise up the level to fill it.",16/09/2015
,12-LT-040,,Check,"Check found the wet leg is empty, waiting raise up the level to fill it.",16/09/2015
,06-PDT-001,,Check,"Function check was done found the equalizer was openned, close it and check reading fod ok.",16/09/2015
,12-FT-032,,check ,"Check found the tubes need to fell by glycrien, waiting to erect scaffolding.",16/09/2015
,14-PT-040,,Calibration,"Clear condensate from impulse tubes, Full calibration was done. Note : The reading before is (0 Bar) and the reading after is ( 0.2 Bar). ",16/09/2015
,04-LIT-501,,Install detectors,"we couldn't install the detector as the man way beside them is still open and no cable tarys were installed.
Note: the sample screw in EMC office.",16/09/2015
,13-PI-205,,Check reading,Check gauge found isolated return back in service then check reading found matched with Tx reading.,17/09/2015
,06-P-04A,,Check stroke,"Check two positioner found no power(220 VAC) , return breaker from 12-DP-01 then check pump stroke found ok.",17/09/2015
,06-P-04B,,Check stroke,"Check two positioner found no power(220 VAC) , return breaker from 12-DP-01 then check pump stroke found ok.",17/09/2015
,12-LT-036,,Check,"Ask operator to raise the level at vessel , refill the impulse tubes with the same service then found matched with LG.",17/09/2015
A2A,03-BSL-001F,,Pilot on,"Dismantle the ionization card and clean its contacts then check found ok.
Note: The other one which EPROM engineer bring it gives flame on while heater is shutdown.",17/09/2015
,12-LT-040,,Check,Refilll the impulse tubes with the same service and check reading found matched with the level glass.,17/09/2015
A2A,02-FT-056,,I/O bad,Check found isolated tap points refer to activity 21/2/2014 found defected tap points. ,17/09/2015
,06-FV-003,,Install new positioner,"Install new positioner, two gauges and cable gland & shroud.
Try to calibrate the positioner but no response.
Check I/P output found 0.35 psi, adjust the I/P output then calibrate the valve stroke.",17/09/2015
,12-TE-056,,I/O bad,###############################################################################################################################################################################################################################################################,17/09/2015
,15-LT-035,,No problem,"Check found TX reading 85% and stable, ask the operation to empty the vessel found the TX decrease gradually and matched with the LG.",17/09/2015
,14-PT-040,,Defective electronic Module,Replace the old electronic module with another used one then check found ok.,17/09/2015
,04-PK-51,,Calibrate GAMA,Assest vendor to calibrate 04-LI-509.,17/09/2015
,04-FV-554,,Dismantle valve,Dismantle valve and transfer to EMC W/S to be checked tomorrow.,17/09/2015
,04-TE-511,,Install ,Fabricate a new connecting nipple and re-install again.,17/09/2015
,04-TE-501,,Install ,Install the two elements.,17/09/2015
,04-TE-520,,install,"Install the Temperature bundle, waiting static departement to finish the work to make termination for the elements.",17/09/2015
,04-TE-521,,install,"Install the Temperature bundle, waiting static departement to finish the work to make termination for the elements.",17/09/2015
,04-TE-522,,install,"Install the Temperature bundle, waiting static departement to finish the work to make termination for the elements.",17/09/2015
,04-TE-523,,install,"Install the Temperature bundle, waiting static departement to finish the work to make termination for the elements.",17/09/2015
,04-TE-502,,Install ,Install the two elements.,17/09/2015
,04-FV-506,,install,Install the valve.,17/09/2015
,04-TE-524,,install,"Install the Temperature bundle, waiting static departement to finish the work to make termination for the elements.",17/09/2015
A2A,02-LSLL-051,,Purge chamber,Purge the switch chamber by steam and install again then check found OK.,17/09/2015
,13-TT-170,,Wrong Reading (Zero C),"Check element found ok (460 C), Inject TX and check with panel found OK, re-wire the element to TX and check reading with the operator found ok.",17/09/2015
A2A,02-T-01,,Put in service,"Put the following instruments in service:
02-LT-08, 02-PT-23A/B/C & 02-LG-208A/B/C",17/09/2015
A2A,02-R-01,,Put in service,Put 02-PDT-036 in service as operation request,17/09/2015
,51-LT-047,,Fallen displacer,"Check found fallen displacer, catch it and calibrate the LT with operator hand dip then check reading found ok.",17/09/2015
,51-FIT-026,,I/O bad,Check found no TX existed.,17/09/2015
,56-LT-005,,wrong reading,"Reset then check reading found the same, check found high side isolation valve of manifold for LT-006 was isolated return it back in service then check found ok and matched with LT-005",17/09/2015
,56-LT-006,,wrong reading,"Reset then check reading found the same, check found high side isolation valve of manifold for LT-006 was isolated return it back in service then check found ok and matched with LT-005",17/09/2015
,51-MOV-284,,Install FCU,###############################################################################################################################################################################################################################################################,18/09/2015
,12-FT-032,,Check,"Zero check found ok , clear blockage from high and low side tap points then put the Tx in service and check reading found ok.",18/09/2015
,14-LT-001,,Calibrate,"Check Tx data found ok , mapping was done then check reading found matched with operator hand dip.",18/09/2015
,13-HV-014,,Leakage ,Replace defected 12mm fitting to stop leakage from steam trace then check found no leakage.,18/09/2015
,13-HV-018,,Leakage ,Replace defected 12mm fitting to stop leakage from steam trace then check found no leakage.,18/09/2015
,04-FIC-554,,Install,"Install the valve 04-FV-554 then function check was done ( the valve was tested at EMC w/s and found  passing at no pressure) , zero check for 04-FT-554A,B ",18/09/2015
,04-FV-009,,Check stroke,Adjust I/P output as possible then check valve stroke .,18/09/2015
,06-PDT-003,,No problem,"Flushing , zero&span check found ok , check reading found as before work",18/09/2015
,05-FV-020,,Wrong feed back,"Check found the valve stroke is wrong , check found wrong I/P output , install new I/P for positioner and calibration was done then function check was done",18/09/2015
,04-PK-51,,Calibrate Gama Tx,"Assist the vendor to calibrate 04-LT-507,508.",18/09/2015
,12-TE-001,,Check ,"Check the temp. in the service with thermometer found actual reading.
Inject the loop found ok. ",18/09/2015
,14-FT-033,,Hunting,"Check found the Tx reading hunting , flushing found the flow of service not stable(actual hunting, zero& span check found ok and no problem found.",18/09/2015
,51-MOV-226,,Remove the actuator,Remove valve actuator so mechanical Dept. can remove mechanical coupling for machining.,18/09/2015
,54-XV-001,,Valve stuck,"Dismantel the valve then trandfer to EMC w/S, clear valve stuck then return back in service and check found ok.",18/09/2015
,51-MOV-281,,Install FCU,###############################################################################################################################################################################################################################################################,18/09/2015
,12-FT-032,,Check,"Check found the TX reading is 0% and there is a flow in the line.
Reset but the reading is the same.
clear blockage from high and low side tap points, zero check found ok, then put the Tx in service and check reading found ok.",18/09/2015
,12-TE-001,,Check ,"Check the temp. in the service with thermometer found actual reading.
Inject the loop found ok. ",18/09/2015
,58-PT-005,,Check,"The TX was checked and found ok, reading 7.5 bar matching with the PG.",19/09/2015
,58-PT-003,,Check,"TX was checked and found defective, so it was replaced by another one, calibrated (0 to 6 bar), then installed, Reading = 4.1 bar.",19/09/2015
,51-MOV-226,,Re-install,"Re-install the actuator back on valve after static repair mechanical coupling 
Adjust limits for open and close , then check with DCS found ok.",19/09/2015
